income_ID;country_ID;year_ID;age_ID;gender_ID;KPI_name;value
HR16_A65_F;HR;16;A65;F;median_income_MEUR;4778.0
HR17_A65_F;HR;17;A65;F;median_income_MEUR;5049.0
HR18_A65_F;HR;18;A65;F;median_income_MEUR;5256.0
HR19_A65_F;HR;19;A65;F;median_income_MEUR;5475.0
HR20_A65_F;HR;20;A65;F;median_income_MEUR;5864.0
HR21_A65_F;HR;21;A65;F;median_income_MEUR;5981.0
HR22_A65_F;HR;22;A65;F;median_income_MEUR;6441.0
HR23_A65_F;HR;23;A65;F;median_income_MEUR;6942.0
HR24_A65_F;HR;24;A65;F;median_income_MEUR;8545.0
IT15_A65_F;IT;15;A65;F;median_income_MEUR;15159.0
IT16_A65_F;IT;16;A65;F;median_income_MEUR;15850.0
IT17_A65_F;IT;17;A65;F;median_income_MEUR;16233.0
IT18_A65_F;IT;18;A65;F;median_income_MEUR;16503.0
IT19_A65_F;IT;19;A65;F;median_income_MEUR;16634.0
IT20_A65_F;IT;20;A65;F;median_income_MEUR;17276.0
IT21_A65_F;IT;21;A65;F;median_income_MEUR;17769.0
IT22_A65_F;IT;22;A65;F;median_income_MEUR;17559.0
IT23_A65_F;IT;23;A65;F;median_income_MEUR;19027.0
IT24_A65_F;IT;24;A65;F;median_income_MEUR;19883.0
CY15_A65_F;CY;15;A65;F;median_income_MEUR;10766.0
CY16_A65_F;CY;16;A65;F;median_income_MEUR;11097.0
CY17_A65_F;CY;17;A65;F;median_income_MEUR;11423.0
CY18_A65_F;CY;18;A65;F;median_income_MEUR;11997.0
CY19_A65_F;CY;19;A65;F;median_income_MEUR;12404.0
CY20_A65_F;CY;20;A65;F;median_income_MEUR;12918.0
CY21_A65_F;CY;21;A65;F;median_income_MEUR;13026.0
CY22_A65_F;CY;22;A65;F;median_income_MEUR;13749.0
CY23_A65_F;CY;23;A65;F;median_income_MEUR;14683.0
CY24_A65_F;CY;24;A65;F;median_income_MEUR;14973.0
LV15_A65_F;LV;15;A65;F;median_income_MEUR;3870.0
LV16_A65_F;LV;16;A65;F;median_income_MEUR;4202.0
LV17_A65_F;LV;17;A65;F;median_income_MEUR;4218.0
LV18_A65_F;LV;18;A65;F;median_income_MEUR;4414.0
LV19_A65_F;LV;19;A65;F;median_income_MEUR;4812.0
LV20_A65_F;LV;20;A65;F;median_income_MEUR;5733.0
LV21_A65_F;LV;21;A65;F;median_income_MEUR;5670.0
LV22_A65_F;LV;22;A65;F;median_income_MEUR;6578.0
LV23_A65_F;LV;23;A65;F;median_income_MEUR;7246.0
LV24_A65_F;LV;24;A65;F;median_income_MEUR;8275.0
LT15_A65_F;LT;15;A65;F;median_income_MEUR;3764.0
LT16_A65_F;LT;16;A65;F;median_income_MEUR;4057.0
LT17_A65_F;LT;17;A65;F;median_income_MEUR;4224.0
LT18_A65_F;LT;18;A65;F;median_income_MEUR;4489.0
LT19_A65_F;LT;19;A65;F;median_income_MEUR;5157.0
LT20_A65_F;LT;20;A65;F;median_income_MEUR;5685.0
LT21_A65_F;LT;21;A65;F;median_income_MEUR;6350.0
LT22_A65_F;LT;22;A65;F;median_income_MEUR;6377.0
LT23_A65_F;LT;23;A65;F;median_income_MEUR;7234.0
LT24_A65_F;LT;24;A65;F;median_income_MEUR;8052.0
LU15_A65_F;LU;15;A65;F;median_income_MEUR;36216.0
LU16_A65_F;LU;16;A65;F;median_income_MEUR;37013.0
LU17_A65_F;LU;17;A65;F;median_income_MEUR;38535.0
LU18_A65_F;LU;18;A65;F;median_income_MEUR;40405.0
LU19_A65_F;LU;19;A65;F;median_income_MEUR;42326.0
LU20_A65_F;LU;20;A65;F;median_income_MEUR;45663.0
LU21_A65_F;LU;21;A65;F;median_income_MEUR;50517.0
LU22_A65_F;LU;22;A65;F;median_income_MEUR;47925.0
LU23_A65_F;LU;23;A65;F;median_income_MEUR;50388.0
LU24_A65_F;LU;24;A65;F;median_income_MEUR;55116.0
HU15_A65_F;HU;15;A65;F;median_income_MEUR;4431.0
HU16_A65_F;HU;16;A65;F;median_income_MEUR;4649.0
HU17_A65_F;HU;17;A65;F;median_income_MEUR;4729.0
HU18_A65_F;HU;18;A65;F;median_income_MEUR;5000.0
HU19_A65_F;HU;19;A65;F;median_income_MEUR;5144.0
HU20_A65_F;HU;20;A65;F;median_income_MEUR;5626.0
HU21_A65_F;HU;21;A65;F;median_income_MEUR;5757.0
HU22_A65_F;HU;22;A65;F;median_income_MEUR;6471.0
HU23_A65_F;HU;23;A65;F;median_income_MEUR;5936.0
HU24_A65_F;HU;24;A65;F;median_income_MEUR;7941.0
MT15_A65_F;MT;15;A65;F;median_income_MEUR;10429.0
MT16_A65_F;MT;16;A65;F;median_income_MEUR;10270.0
MT17_A65_F;MT;17;A65;F;median_income_MEUR;10779.0
MT18_A65_F;MT;18;A65;F;median_income_MEUR;10824.0
MT19_A65_F;MT;19;A65;F;median_income_MEUR;11382.0
MT20_A65_F;MT;20;A65;F;median_income_MEUR;12740.0
MT21_A65_F;MT;21;A65;F;median_income_MEUR;13192.0
MT22_A65_F;MT;22;A65;F;median_income_MEUR;13329.0
MT23_A65_F;MT;23;A65;F;median_income_MEUR;13039.0
MT24_A65_F;MT;24;A65;F;median_income_MEUR;14700.0
NL15_A65_F;NL;15;A65;F;median_income_MEUR;18900.0
NL16_A65_F;NL;16;A65;F;median_income_MEUR;18946.0
NL17_A65_F;NL;17;A65;F;median_income_MEUR;19361.0
NL18_A65_F;NL;18;A65;F;median_income_MEUR;19877.0
NL19_A65_F;NL;19;A65;F;median_income_MEUR;20145.0
NL20_A65_F;NL;20;A65;F;median_income_MEUR;21034.0
NL21_A65_F;NL;21;A65;F;median_income_MEUR;21485.0
NL22_A65_F;NL;22;A65;F;median_income_MEUR;22135.0
NL23_A65_F;NL;23;A65;F;median_income_MEUR;23295.0
NL24_A65_F;NL;24;A65;F;median_income_MEUR;25544.0
AT15_A65_F;AT;15;A65;F;median_income_MEUR;21721.0
AT16_A65_F;AT;16;A65;F;median_income_MEUR;22029.0
AT17_A65_F;AT;17;A65;F;median_income_MEUR;22992.0
AT18_A65_F;AT;18;A65;F;median_income_MEUR;22980.0
AT19_A65_F;AT;19;A65;F;median_income_MEUR;24073.0
AT20_A65_F;AT;20;A65;F;median_income_MEUR;24836.0
AT21_A65_F;AT;21;A65;F;median_income_MEUR;25459.0
AT22_A65_F;AT;22;A65;F;median_income_MEUR;25726.0
AT23_A65_F;AT;23;A65;F;median_income_MEUR;27294.0
AT24_A65_F;AT;24;A65;F;median_income_MEUR;29702.0
PL15_A65_F;PL;15;A65;F;median_income_MEUR;5217.0
PL16_A65_F;PL;16;A65;F;median_income_MEUR;5417.0
PL17_A65_F;PL;17;A65;F;median_income_MEUR;5384.0
PL18_A65_F;PL;18;A65;F;median_income_MEUR;5816.0
PL19_A65_F;PL;19;A65;F;median_income_MEUR;6119.0
PL20_A65_F;PL;20;A65;F;median_income_MEUR;6699.0
PL21_A65_F;PL;21;A65;F;median_income_MEUR;7152.0
PL22_A65_F;PL;22;A65;F;median_income_MEUR;7910.0
PL23_A65_F;PL;23;A65;F;median_income_MEUR;8765.0
PL24_A65_F;PL;24;A65;F;median_income_MEUR;10626.0
PT15_A65_F;PT;15;A65;F;median_income_MEUR;7571.0
PT16_A65_F;PT;16;A65;F;median_income_MEUR;7784.0
PT17_A65_F;PT;17;A65;F;median_income_MEUR;8163.0
PT18_A65_F;PT;18;A65;F;median_income_MEUR;8208.0
PT19_A65_F;PT;19;A65;F;median_income_MEUR;9005.0
PT20_A65_F;PT;20;A65;F;median_income_MEUR;9800.0
PT21_A65_F;PT;21;A65;F;median_income_MEUR;10027.0
PT22_A65_F;PT;22;A65;F;median_income_MEUR;10360.0
PT23_A65_F;PT;23;A65;F;median_income_MEUR;10899.0
PT24_A65_F;PT;24;A65;F;median_income_MEUR;10986.0
RO15_A65_F;RO;15;A65;F;median_income_MEUR;2133.0
RO16_A65_F;RO;16;A65;F;median_income_MEUR;2214.0
RO17_A65_F;RO;17;A65;F;median_income_MEUR;2405.0
RO18_A65_F;RO;18;A65;F;median_income_MEUR;2841.0
RO19_A65_F;RO;19;A65;F;median_income_MEUR;3169.0
RO20_A65_F;RO;20;A65;F;median_income_MEUR;3543.0
RO21_A65_F;RO;21;A65;F;median_income_MEUR;4099.0
RO22_A65_F;RO;22;A65;F;median_income_MEUR;5324.0
RO23_A65_F;RO;23;A65;F;median_income_MEUR;5913.0
RO24_A65_F;RO;24;A65;F;median_income_MEUR;6826.0
SI15_A65_F;SI;15;A65;F;median_income_MEUR;10684.0
SI16_A65_F;SI;16;A65;F;median_income_MEUR;10539.0
SI17_A65_F;SI;17;A65;F;median_income_MEUR;10914.0
SI18_A65_F;SI;18;A65;F;median_income_MEUR;10976.0
SI19_A65_F;SI;19;A65;F;median_income_MEUR;11544.0
SI20_A65_F;SI;20;A65;F;median_income_MEUR;12004.0
SI21_A65_F;SI;21;A65;F;median_income_MEUR;12799.0
SI22_A65_F;SI;22;A65;F;median_income_MEUR;13285.0
SI23_A65_F;SI;23;A65;F;median_income_MEUR;14246.0
SI24_A65_F;SI;24;A65;F;median_income_MEUR;15232.0
SK15_A65_F;SK;15;A65;F;median_income_MEUR;6267.0
SK16_A65_F;SK;16;A65;F;median_income_MEUR;6347.0
SK17_A65_F;SK;17;A65;F;median_income_MEUR;6395.0
SK18_A65_F;SK;18;A65;F;median_income_MEUR;6791.0
SK19_A65_F;SK;19;A65;F;median_income_MEUR;7010.0
SK20_A65_F;SK;20;A65;F;median_income_MEUR;7603.0
SK21_A65_F;SK;21;A65;F;median_income_MEUR;7933.0
SK22_A65_F;SK;22;A65;F;median_income_MEUR;8606.0
SK23_A65_F;SK;23;A65;F;median_income_MEUR;9146.0
SK24_A65_F;SK;24;A65;F;median_income_MEUR;10478.0
FI15_A65_F;FI;15;A65;F;median_income_MEUR;19017.0
FI16_A65_F;FI;16;A65;F;median_income_MEUR;19400.0
FI17_A65_F;FI;17;A65;F;median_income_MEUR;19631.0
FI18_A65_F;FI;18;A65;F;median_income_MEUR;19773.0
FI19_A65_F;FI;19;A65;F;median_income_MEUR;20016.0
FI20_A65_F;FI;20;A65;F;median_income_MEUR;20266.0
FI21_A65_F;FI;21;A65;F;median_income_MEUR;20168.0
FI22_A65_F;FI;22;A65;F;median_income_MEUR;20544.0
FI23_A65_F;FI;23;A65;F;median_income_MEUR;21693.0
FI24_A65_F;FI;24;A65;F;median_income_MEUR;23644.0
SE15_A65_F;SE;15;A65;F;median_income_MEUR;19187.0
SE16_A65_F;SE;16;A65;F;median_income_MEUR;18708.0
SE17_A65_F;SE;17;A65;F;median_income_MEUR;19398.0
SE18_A65_F;SE;18;A65;F;median_income_MEUR;19794.0
SE19_A65_F;SE;19;A65;F;median_income_MEUR;19106.0
SE20_A65_F;SE;20;A65;F;median_income_MEUR;19025.0
SE21_A65_F;SE;21;A65;F;median_income_MEUR;20501.0
SE22_A65_F;SE;22;A65;F;median_income_MEUR;21057.0
SE23_A65_F;SE;23;A65;F;median_income_MEUR;21716.0
SE24_A65_F;SE;24;A65;F;median_income_MEUR;22390.0
EU15_A65_M;EU;15;A65;M;median_income_MEUR;15941.0
EU16_A65_M;EU;16;A65;M;median_income_MEUR;16069.0
EU17_A65_M;EU;17;A65;M;median_income_MEUR;16416.0
EU18_A65_M;EU;18;A65;M;median_income_MEUR;16839.0
EU19_A65_M;EU;19;A65;M;median_income_MEUR;17162.0
EU20_A65_M;EU;20;A65;M;median_income_MEUR;17776.0
EU21_A65_M;EU;21;A65;M;median_income_MEUR;18062.0
EU22_A65_M;EU;22;A65;M;median_income_MEUR;18404.0
EU23_A65_M;EU;23;A65;M;median_income_MEUR;19542.0
EU24_A65_M;EU;24;A65;M;median_income_MEUR;20946.0
BE15_A65_M;BE;15;A65;M;median_income_MEUR;18773.0
BE16_A65_M;BE;16;A65;M;median_income_MEUR;18720.0
BE17_A65_M;BE;17;A65;M;median_income_MEUR;19490.0
BE18_A65_M;BE;18;A65;M;median_income_MEUR;20210.0
BE19_A65_M;BE;19;A65;M;median_income_MEUR;20756.0
BE20_A65_M;BE;20;A65;M;median_income_MEUR;20896.0
BE21_A65_M;BE;21;A65;M;median_income_MEUR;21613.0
BE22_A65_M;BE;22;A65;M;median_income_MEUR;22340.0
BE23_A65_M;BE;23;A65;M;median_income_MEUR;23731.0
BE24_A65_M;BE;24;A65;M;median_income_MEUR;25590.0
BG15_A65_M;BG;15;A65;M;median_income_MEUR;2833.0
BG16_A65_M;BG;16;A65;M;median_income_MEUR;2906.0
BG17_A65_M;BG;17;A65;M;median_income_MEUR;3041.0
BG18_A65_M;BG;18;A65;M;median_income_MEUR;3184.0
BG19_A65_M;BG;19;A65;M;median_income_MEUR;3409.0
BG20_A65_M;BG;20;A65;M;median_income_MEUR;3661.0
BG21_A65_M;BG;21;A65;M;median_income_MEUR;4404.0
BG22_A65_M;BG;22;A65;M;median_income_MEUR;4767.0
BG23_A65_M;BG;23;A65;M;median_income_MEUR;5881.0
BG24_A65_M;BG;24;A65;M;median_income_MEUR;7165.0
CZ15_A65_M;CZ;15;A65;M;median_income_MEUR;6538.0
CZ16_A65_M;CZ;16;A65;M;median_income_MEUR;6793.0
CZ17_A65_M;CZ;17;A65;M;median_income_MEUR;7050.0
CZ18_A65_M;CZ;18;A65;M;median_income_MEUR;7480.0
CZ19_A65_M;CZ;19;A65;M;median_income_MEUR;8083.0
CZ20_A65_M;CZ;20;A65;M;median_income_MEUR;8695.0
CZ21_A65_M;CZ;21;A65;M;median_income_MEUR;9304.0
CZ22_A65_M;CZ;22;A65;M;median_income_MEUR;10028.0
CZ23_A65_M;CZ;23;A65;M;median_income_MEUR;11582.0
CZ24_A65_M;CZ;24;A65;M;median_income_MEUR;13712.0
DK15_A65_M;DK;15;A65;M;median_income_MEUR;23568.0
DK16_A65_M;DK;16;A65;M;median_income_MEUR;23615.0
DK17_A65_M;DK;17;A65;M;median_income_MEUR;24522.0
DK18_A65_M;DK;18;A65;M;median_income_MEUR;25141.0
DK19_A65_M;DK;19;A65;M;median_income_MEUR;25014.0
DK20_A65_M;DK;20;A65;M;median_income_MEUR;26093.0
DK21_A65_M;DK;21;A65;M;median_income_MEUR;26887.0
DK22_A65_M;DK;22;A65;M;median_income_MEUR;27697.0
DK23_A65_M;DK;23;A65;M;median_income_MEUR;28639.0
DK24_A65_M;DK;24;A65;M;median_income_MEUR;29229.0
DE15_A65_M;DE;15;A65;M;median_income_MEUR;19274.0
DE16_A65_M;DE;16;A65;M;median_income_MEUR;19359.0
DE17_A65_M;DE;17;A65;M;median_income_MEUR;19949.0
DE18_A65_M;DE;18;A65;M;median_income_MEUR;20445.0
DE19_A65_M;DE;19;A65;M;median_income_MEUR;21034.0
DE20_A65_M;DE;20;A65;M;median_income_MEUR;22982.0
DE21_A65_M;DE;21;A65;M;median_income_MEUR;22813.0
DE22_A65_M;DE;22;A65;M;median_income_MEUR;22516.0
DE23_A65_M;DE;23;A65;M;median_income_MEUR;23892.0
DE24_A65_M;DE;24;A65;M;median_income_MEUR;24837.0
EE15_A65_M;EE;15;A65;M;median_income_MEUR;5917.0
EE16_A65_M;EE;16;A65;M;median_income_MEUR;6220.0
EE17_A65_M;EE;17;A65;M;median_income_MEUR;6592.0
EE18_A65_M;EE;18;A65;M;median_income_MEUR;7021.0
EE19_A65_M;EE;19;A65;M;median_income_MEUR;7890.0
EE20_A65_M;EE;20;A65;M;median_income_MEUR;8419.0
EE21_A65_M;EE;21;A65;M;median_income_MEUR;9073.0
EE22_A65_M;EE;22;A65;M;median_income_MEUR;9310.0
EE23_A65_M;EE;23;A65;M;median_income_MEUR;10002.0
EE24_A65_M;EE;24;A65;M;median_income_MEUR;11907.0
IE15_A65_M;IE;15;A65;M;median_income_MEUR;20276.0
IE16_A65_M;IE;16;A65;M;median_income_MEUR;20795.0
IE17_A65_M;IE;17;A65;M;median_income_MEUR;20721.0
IE18_A65_M;IE;18;A65;M;median_income_MEUR;22215.0
IE19_A65_M;IE;19;A65;M;median_income_MEUR;24495.0
IE20_A65_M;IE;20;A65;M;median_income_MEUR;24661.0
IE21_A65_M;IE;21;A65;M;median_income_MEUR;26677.0
IE22_A65_M;IE;22;A65;M;median_income_MEUR;26528.0
IE23_A65_M;IE;23;A65;M;median_income_MEUR;29288.0
IE24_A65_M;IE;24;A65;M;median_income_MEUR;30993.0
GR15_A65_M;GR;15;A65;M;median_income_MEUR;8040.0
GR16_A65_M;GR;16;A65;M;median_income_MEUR;8087.0
GR17_A65_M;GR;17;A65;M;median_income_MEUR;8089.0
GR18_A65_M;GR;18;A65;M;median_income_MEUR;8240.0
GR19_A65_M;GR;19;A65;M;median_income_MEUR;8535.0
GR20_A65_M;GR;20;A65;M;median_income_MEUR;9208.0
GR21_A65_M;GR;21;A65;M;median_income_MEUR;9267.0
GR22_A65_M;GR;22;A65;M;median_income_MEUR;9820.0
GR23_A65_M;GR;23;A65;M;median_income_MEUR;10250.0
GR24_A65_M;GR;24;A65;M;median_income_MEUR;10713.0
ES15_A65_M;ES;15;A65;M;median_income_MEUR;14174.0
ES16_A65_M;ES;16;A65;M;median_income_MEUR;14406.0
ES17_A65_M;ES;17;A65;M;median_income_MEUR;14662.0
ES18_A65_M;ES;18;A65;M;median_income_MEUR;15123.0
ES19_A65_M;ES;19;A65;M;median_income_MEUR;15748.0
ES20_A65_M;ES;20;A65;M;median_income_MEUR;16814.0
ES21_A65_M;ES;21;A65;M;median_income_MEUR;17262.0
ES22_A65_M;ES;22;A65;M;median_income_MEUR;17831.0
ES23_A65_M;ES;23;A65;M;median_income_MEUR;19378.0
ES24_A65_M;ES;24;A65;M;median_income_MEUR;21247.0
FR15_A65_M;FR;15;A65;M;median_income_MEUR;23400.0
FR16_A65_M;FR;16;A65;M;median_income_MEUR;22943.0
FR17_A65_M;FR;17;A65;M;median_income_MEUR;23356.0
FR18_A65_M;FR;18;A65;M;median_income_MEUR;23796.0
FR19_A65_M;FR;19;A65;M;median_income_MEUR;23297.0
FR20_A65_M;FR;20;A65;M;median_income_MEUR;22519.0
FR21_A65_M;FR;21;A65;M;median_income_MEUR;22615.0
FR22_A65_M;FR;22;A65;M;median_income_MEUR;22768.0
FR23_A65_M;FR;23;A65;M;median_income_MEUR;23729.0
FR24_A65_M;FR;24;A65;M;median_income_MEUR;25416.0
HR15_A65_M;HR;15;A65;M;median_income_MEUR;5164.0
HR16_A65_M;HR;16;A65;M;median_income_MEUR;5318.0
HR17_A65_M;HR;17;A65;M;median_income_MEUR;5588.0
HR18_A65_M;HR;18;A65;M;median_income_MEUR;5840.0
HR19_A65_M;HR;19;A65;M;median_income_MEUR;6148.0
HR20_A65_M;HR;20;A65;M;median_income_MEUR;6657.0
HR21_A65_M;HR;21;A65;M;median_income_MEUR;6742.0
HR22_A65_M;HR;22;A65;M;median_income_MEUR;7202.0
HR23_A65_M;HR;23;A65;M;median_income_MEUR;7889.0
HR24_A65_M;HR;24;A65;M;median_income_MEUR;9628.0
IT15_A65_M;IT;15;A65;M;median_income_MEUR;16512.0
IT16_A65_M;IT;16;A65;M;median_income_MEUR;17295.0
IT17_A65_M;IT;17;A65;M;median_income_MEUR;17523.0
IT18_A65_M;IT;18;A65;M;median_income_MEUR;17755.0
IT19_A65_M;IT;19;A65;M;median_income_MEUR;18280.0
IT20_A65_M;IT;20;A65;M;median_income_MEUR;19020.0
IT21_A65_M;IT;21;A65;M;median_income_MEUR;19151.0
IT22_A65_M;IT;22;A65;M;median_income_MEUR;19174.0
IT23_A65_M;IT;23;A65;M;median_income_MEUR;20617.0
IT24_A65_M;IT;24;A65;M;median_income_MEUR;21780.0
CY15_A65_M;CY;15;A65;M;median_income_MEUR;12434.0
CY16_A65_M;CY;16;A65;M;median_income_MEUR;12541.0
CY17_A65_M;CY;17;A65;M;median_income_MEUR;12741.0
CY18_A65_M;CY;18;A65;M;median_income_MEUR;13386.0
CY19_A65_M;CY;19;A65;M;median_income_MEUR;14211.0
CY20_A65_M;CY;20;A65;M;median_income_MEUR;15054.0
CY21_A65_M;CY;21;A65;M;median_income_MEUR;14767.0
CY22_A65_M;CY;22;A65;M;median_income_MEUR;15136.0
CY23_A65_M;CY;23;A65;M;median_income_MEUR;15728.0
CY24_A65_M;CY;24;A65;M;median_income_MEUR;17145.0
