inflation_cat_ID;country_ID;year_ID;category_ID;inflation_%
IT20_C01;IT;20;C01;0.015
IT21_C01;IT;21;C01;0.005
IT22_C01;IT;22;C01;0.09300000000000001
IT23_C01;IT;23;C01;0.102
IT24_C01;IT;24;C01;0.025
CY10_C01;CY;10;C01;0.008
CY11_C01;CY;11;C01;0.045
CY12_C01;CY;12;C01;0.028999999999999998
CY13_C01;CY;13;C01;0.013000000000000001
CY14_C01;CY;14;C01;-0.01
CY15_C01;CY;15;C01;0.0
CY16_C01;CY;16;C01;0.0
CY17_C01;CY;17;C01;-0.003
CY18_C01;CY;18;C01;0.012
CY19_C01;CY;19;C01;0.006999999999999999
CY20_C01;CY;20;C01;0.013000000000000001
CY21_C01;CY;21;C01;0.0
CY22_C01;CY;22;C01;0.098
CY23_C01;CY;23;C01;0.08
CY24_C01;CY;24;C01;0.032
LV10_C01;LV;10;C01;-0.003
LV11_C01;LV;11;C01;0.084
LV12_C01;LV;12;C01;0.023
LV13_C01;LV;13;C01;0.013000000000000001
LV14_C01;LV;14;C01;-0.003
LV15_C01;LV;15;C01;-0.012
LV16_C01;LV;16;C01;0.011000000000000001
LV17_C01;LV;17;C01;0.055999999999999994
LV18_C01;LV;18;C01;0.006999999999999999
LV19_C01;LV;19;C01;0.028999999999999998
LV20_C01;LV;20;C01;0.025
LV21_C01;LV;21;C01;0.022000000000000002
LV22_C01;LV;22;C01;0.217
LV23_C01;LV;23;C01;0.133
LV24_C01;LV;24;C01;0.027999999999999997
LT10_C01;LT;10;C01;-0.004
LT11_C01;LT;11;C01;0.08199999999999999
LT12_C01;LT;12;C01;0.031
LT13_C01;LT;13;C01;0.017
LT14_C01;LT;14;C01;0.008
LT15_C01;LT;15;C01;-0.006999999999999999
LT16_C01;LT;16;C01;0.013000000000000001
LT17_C01;LT;17;C01;0.034
LT18_C01;LT;18;C01;0.015
LT19_C01;LT;19;C01;0.034
LT20_C01;LT;20;C01;0.024
LT21_C01;LT;21;C01;0.031
LT22_C01;LT;22;C01;0.259
LT23_C01;LT;23;C01;0.146
LT24_C01;LT;24;C01;-0.005
LU10_C01;LU;10;C01;0.009000000000000001
LU11_C01;LU;11;C01;0.027000000000000003
LU12_C01;LU;12;C01;0.026000000000000002
LU13_C01;LU;13;C01;0.035
LU14_C01;LU;14;C01;0.008
LU15_C01;LU;15;C01;0.006
LU16_C01;LU;16;C01;0.015
LU17_C01;LU;17;C01;0.027000000000000003
LU18_C01;LU;18;C01;0.021
LU19_C01;LU;19;C01;0.015
LU20_C01;LU;20;C01;0.026000000000000002
LU21_C01;LU;21;C01;0.01
LU22_C01;LU;22;C01;0.07
LU23_C01;LU;23;C01;0.105
LU24_C01;LU;24;C01;0.022000000000000002
HU10_C01;HU;10;C01;0.027999999999999997
HU11_C01;HU;11;C01;0.073
HU12_C01;HU;12;C01;0.061
HU13_C01;HU;13;C01;0.027999999999999997
HU14_C01;HU;14;C01;-0.008
HU15_C01;HU;15;C01;0.005
HU16_C01;HU;16;C01;0.003
HU17_C01;HU;17;C01;0.027000000000000003
HU18_C01;HU;18;C01;0.04
HU19_C01;HU;19;C01;0.051
HU20_C01;HU;20;C01;0.07200000000000001
HU21_C01;HU;21;C01;0.034
HU22_C01;HU;22;C01;0.278
HU23_C01;HU;23;C01;0.23800000000000002
HU24_C01;HU;24;C01;0.008
MT10_C01;MT;10;C01;0.011000000000000001
MT11_C01;MT;11;C01;0.049
MT12_C01;MT;12;C01;0.057
MT13_C01;MT;13;C01;0.044000000000000004
MT14_C01;MT;14;C01;0.002
MT15_C01;MT;15;C01;0.024
MT16_C01;MT;16;C01;0.019
MT17_C01;MT;17;C01;0.026000000000000002
MT18_C01;MT;18;C01;0.021
MT19_C01;MT;19;C01;0.031
MT20_C01;MT;20;C01;0.024
MT21_C01;MT;21;C01;0.022000000000000002
MT22_C01;MT;22;C01;0.10800000000000001
MT23_C01;MT;23;C01;0.106
MT24_C01;MT;24;C01;0.047
NL10_C01;NL;10;C01;-0.001
NL11_C01;NL;11;C01;0.022000000000000002
NL12_C01;NL;12;C01;0.02
NL13_C01;NL;13;C01;0.024
NL14_C01;NL;14;C01;0.0
NL15_C01;NL;15;C01;0.006
NL16_C01;NL;16;C01;0.009000000000000001
NL17_C01;NL;17;C01;0.026000000000000002
NL18_C01;NL;18;C01;0.008
NL19_C01;NL;19;C01;0.04
NL20_C01;NL;20;C01;0.019
NL21_C01;NL;21;C01;-0.002
NL22_C01;NL;22;C01;0.107
NL23_C01;NL;23;C01;0.11900000000000001
NL24_C01;NL;24;C01;0.017
AT10_C01;AT;10;C01;0.004
AT11_C01;AT;11;C01;0.044000000000000004
AT12_C01;AT;12;C01;0.033
AT13_C01;AT;13;C01;0.034
AT14_C01;AT;14;C01;0.018000000000000002
AT15_C01;AT;15;C01;0.008
AT16_C01;AT;16;C01;0.006999999999999999
AT17_C01;AT;17;C01;0.023
AT18_C01;AT;18;C01;0.015
AT19_C01;AT;19;C01;0.011000000000000001
AT20_C01;AT;20;C01;0.023
AT21_C01;AT;21;C01;0.006999999999999999
AT22_C01;AT;22;C01;0.107
AT23_C01;AT;23;C01;0.11
AT24_C01;AT;24;C01;0.027000000000000003
PL10_C01;PL;10;C01;0.027000000000000003
PL11_C01;PL;11;C01;0.051
PL12_C01;PL;12;C01;0.042
PL13_C01;PL;13;C01;0.019
PL14_C01;PL;14;C01;-0.009000000000000001
PL15_C01;PL;15;C01;-0.016
PL16_C01;PL;16;C01;0.01
PL17_C01;PL;17;C01;0.038
PL18_C01;PL;18;C01;0.022000000000000002
PL19_C01;PL;19;C01;0.05
PL20_C01;PL;20;C01;0.044000000000000004
PL21_C01;PL;21;C01;0.03
PL22_C01;PL;22;C01;0.145
PL23_C01;PL;23;C01;0.159
PL24_C01;PL;24;C01;0.035
PT10_C01;PT;10;C01;-0.002
PT11_C01;PT;11;C01;0.021
PT12_C01;PT;12;C01;0.032
PT13_C01;PT;13;C01;0.019
PT14_C01;PT;14;C01;-0.013000000000000001
PT15_C01;PT;15;C01;0.01
PT16_C01;PT;16;C01;0.005
PT17_C01;PT;17;C01;0.015
PT18_C01;PT;18;C01;0.006999999999999999
PT19_C01;PT;19;C01;0.003
PT20_C01;PT;20;C01;0.021
PT21_C01;PT;21;C01;0.006999999999999999
PT22_C01;PT;22;C01;0.13
PT23_C01;PT;23;C01;0.1
PT24_C01;PT;24;C01;0.023
RO10_C01;RO;10;C01;0.023
RO11_C01;RO;11;C01;0.061
RO12_C01;RO;12;C01;0.022000000000000002
RO13_C01;RO;13;C01;0.034
RO14_C01;RO;14;C01;-0.013999999999999999
RO15_C01;RO;15;C01;-0.035
RO16_C01;RO;16;C01;-0.024
RO17_C01;RO;17;C01;0.026000000000000002
RO18_C01;RO;18;C01;0.04
RO19_C01;RO;19;C01;0.055999999999999994
RO20_C01;RO;20;C01;0.048
RO21_C01;RO;21;C01;0.027999999999999997
RO22_C01;RO;22;C01;0.16399999999999998
RO23_C01;RO;23;C01;0.146
RO24_C01;RO;24;C01;0.028999999999999998
SI10_C01;SI;10;C01;0.006999999999999999
SI11_C01;SI;11;C01;0.043
SI12_C01;SI;12;C01;0.04
SI13_C01;SI;13;C01;0.04
SI14_C01;SI;14;C01;-0.003
SI15_C01;SI;15;C01;0.005
SI16_C01;SI;16;C01;0.006
SI17_C01;SI;17;C01;0.022000000000000002
SI18_C01;SI;18;C01;0.027000000000000003
SI19_C01;SI;19;C01;0.018000000000000002
SI20_C01;SI;20;C01;0.031
SI21_C01;SI;21;C01;-0.001
SI22_C01;SI;22;C01;0.122
SI23_C01;SI;23;C01;0.125
SI24_C01;SI;24;C01;0.011000000000000001
SK10_C01;SK;10;C01;0.017
SK11_C01;SK;11;C01;0.059000000000000004
SK12_C01;SK;12;C01;0.043
SK13_C01;SK;13;C01;0.035
SK14_C01;SK;14;C01;-0.008
SK15_C01;SK;15;C01;-0.003
SK16_C01;SK;16;C01;-0.027000000000000003
SK17_C01;SK;17;C01;0.04
SK18_C01;SK;18;C01;0.039
SK19_C01;SK;19;C01;0.04
SK20_C01;SK;20;C01;0.025
SK21_C01;SK;21;C01;0.018000000000000002
SK22_C01;SK;22;C01;0.18600000000000003
SK23_C01;SK;23;C01;0.17300000000000001
SK24_C01;SK;24;C01;0.025
FI10_C01;FI;10;C01;-0.036000000000000004
FI11_C01;FI;11;C01;0.059000000000000004
FI12_C01;FI;12;C01;0.055999999999999994
FI13_C01;FI;13;C01;0.054000000000000006
FI14_C01;FI;14;C01;0.001
FI15_C01;FI;15;C01;-0.019
FI16_C01;FI;16;C01;-0.011000000000000001
FI17_C01;FI;17;C01;-0.009000000000000001
FI18_C01;FI;18;C01;0.019
FI19_C01;FI;19;C01;0.012
FI20_C01;FI;20;C01;0.017
FI21_C01;FI;21;C01;0.006
FI22_C01;FI;22;C01;0.105
FI23_C01;FI;23;C01;0.09
FI24_C01;FI;24;C01;0.0
SE10_C01;SE;10;C01;0.013000000000000001
SE11_C01;SE;11;C01;0.013000000000000001
SE12_C01;SE;12;C01;0.015
SE13_C01;SE;13;C01;0.022000000000000002
SE14_C01;SE;14;C01;0.005
SE15_C01;SE;15;C01;0.023
SE16_C01;SE;16;C01;0.011000000000000001
SE17_C01;SE;17;C01;0.022000000000000002
SE18_C01;SE;18;C01;0.025
SE19_C01;SE;19;C01;0.028999999999999998
SE20_C01;SE;20;C01;0.021
SE21_C01;SE;21;C01;0.005
SE22_C01;SE;22;C01;0.11699999999999999
SE23_C01;SE;23;C01;0.127
SE24_C01;SE;24;C01;0.013999999999999999
EU10_C02;EU;10;C02;0.057999999999999996
EU11_C02;EU;11;C02;0.038
EU12_C02;EU;12;C02;0.044000000000000004
EU13_C02;EU;13;C02;0.04
EU14_C02;EU;14;C02;0.03
EU15_C02;EU;15;C02;0.022000000000000002
EU16_C02;EU;16;C02;0.017
EU17_C02;EU;17;C02;0.021
EU18_C02;EU;18;C02;0.037000000000000005
EU19_C02;EU;19;C02;0.031
EU20_C02;EU;20;C02;0.039
EU21_C02;EU;21;C02;0.031
EU22_C02;EU;22;C02;0.043
EU23_C02;EU;23;C02;0.078
EU24_C02;EU;24;C02;0.055999999999999994
BE10_C02;BE;10;C02;0.018000000000000002
BE11_C02;BE;11;C02;0.006
BE12_C02;BE;12;C02;0.027999999999999997
BE13_C02;BE;13;C02;0.048
BE14_C02;BE;14;C02;0.051
BE15_C02;BE;15;C02;0.038
BE16_C02;BE;16;C02;0.068
BE17_C02;BE;17;C02;0.034
BE18_C02;BE;18;C02;0.047
BE19_C02;BE;19;C02;0.034
BE20_C02;BE;20;C02;0.026000000000000002
BE21_C02;BE;21;C02;0.057
BE22_C02;BE;22;C02;0.059000000000000004
BE23_C02;BE;23;C02;0.09
BE24_C02;BE;24;C02;0.14400000000000002
BG10_C02;BG;10;C02;0.239
BG11_C02;BG;11;C02;0.052000000000000005
BG12_C02;BG;12;C02;0.003
BG13_C02;BG;13;C02;0.012
BG14_C02;BG;14;C02;0.012
BG15_C02;BG;15;C02;0.008
BG16_C02;BG;16;C02;0.017
BG17_C02;BG;17;C02;0.011000000000000001
BG18_C02;BG;18;C02;0.032
BG19_C02;BG;19;C02;0.022000000000000002
BG20_C02;BG;20;C02;0.017
BG21_C02;BG;21;C02;0.01
BG22_C02;BG;22;C02;0.032
BG23_C02;BG;23;C02;0.065
BG24_C02;BG;24;C02;0.057
CZ10_C02;CZ;10;C02;0.044000000000000004
CZ11_C02;CZ;11;C02;0.031
CZ12_C02;CZ;12;C02;0.026000000000000002
CZ13_C02;CZ;13;C02;0.037000000000000005
CZ14_C02;CZ;14;C02;0.027000000000000003
CZ15_C02;CZ;15;C02;0.046
CZ16_C02;CZ;16;C02;0.044000000000000004
CZ17_C02;CZ;17;C02;0.017
CZ18_C02;CZ;18;C02;0.03
CZ19_C02;CZ;19;C02;0.022000000000000002
CZ20_C02;CZ;20;C02;0.076
CZ21_C02;CZ;21;C02;0.084
CZ22_C02;CZ;22;C02;0.061
CZ23_C02;CZ;23;C02;0.066
CZ24_C02;CZ;24;C02;0.051
DK10_C02;DK;10;C02;0.07400000000000001
DK11_C02;DK;11;C02;0.04
DK12_C02;DK;12;C02;0.076
DK13_C02;DK;13;C02;0.026000000000000002
DK14_C02;DK;14;C02;0.009000000000000001
DK15_C02;DK;15;C02;0.003
DK16_C02;DK;16;C02;0.002
DK17_C02;DK;17;C02;0.005
DK18_C02;DK;18;C02;0.012
DK19_C02;DK;19;C02;0.013000000000000001
DK20_C02;DK;20;C02;0.057999999999999996
DK21_C02;DK;21;C02;0.092
DK22_C02;DK;22;C02;0.06
DK23_C02;DK;23;C02;0.043
DK24_C02;DK;24;C02;0.016
DE10_C02;DE;10;C02;0.015
DE11_C02;DE;11;C02;0.013000000000000001
DE12_C02;DE;12;C02;0.028999999999999998
DE13_C02;DE;13;C02;0.021
DE14_C02;DE;14;C02;0.03
DE15_C02;DE;15;C02;0.027000000000000003
DE16_C02;DE;16;C02;0.022000000000000002
DE17_C02;DE;17;C02;0.025
DE18_C02;DE;18;C02;0.032
DE19_C02;DE;19;C02;0.024
DE20_C02;DE;20;C02;0.024
DE21_C02;DE;21;C02;0.026000000000000002
DE22_C02;DE;22;C02;0.05
DE23_C02;DE;23;C02;0.08800000000000001
DE24_C02;DE;24;C02;0.044000000000000004
EE10_C02;EE;10;C02;0.046
EE11_C02;EE;11;C02;0.063
EE12_C02;EE;12;C02;0.054000000000000006
EE13_C02;EE;13;C02;0.052000000000000005
EE14_C02;EE;14;C02;0.042
EE15_C02;EE;15;C02;0.051
EE16_C02;EE;16;C02;0.065
EE17_C02;EE;17;C02;0.087
EE18_C02;EE;18;C02;0.086
EE19_C02;EE;19;C02;0.002
EE20_C02;EE;20;C02;-0.013000000000000001
EE21_C02;EE;21;C02;0.019
EE22_C02;EE;22;C02;0.055
EE23_C02;EE;23;C02;0.07
EE24_C02;EE;24;C02;0.068
IE10_C02;IE;10;C02;-0.026000000000000002
IE11_C02;IE;11;C02;-0.001
IE12_C02;IE;12;C02;0.035
IE13_C02;IE;13;C02;0.052000000000000005
IE14_C02;IE;14;C02;0.038
IE15_C02;IE;15;C02;0.004
IE16_C02;IE;16;C02;0.015
IE17_C02;IE;17;C02;0.006999999999999999
IE18_C02;IE;18;C02;0.027999999999999997
IE19_C02;IE;19;C02;0.027999999999999997
IE20_C02;IE;20;C02;0.024
IE21_C02;IE;21;C02;0.023
IE22_C02;IE;22;C02;0.08
IE23_C02;IE;23;C02;0.046
IE24_C02;IE;24;C02;0.037000000000000005
GR10_C02;GR;10;C02;0.147
GR11_C02;GR;11;C02;0.08
GR12_C02;GR;12;C02;0.006999999999999999
GR13_C02;GR;13;C02;0.035
GR14_C02;GR;14;C02;0.018000000000000002
GR15_C02;GR;15;C02;0.024
GR16_C02;GR;16;C02;0.013000000000000001
GR17_C02;GR;17;C02;0.065
GR18_C02;GR;18;C02;0.028999999999999998
GR19_C02;GR;19;C02;0.008
GR20_C02;GR;20;C02;0.001
GR21_C02;GR;21;C02;0.0
GR22_C02;GR;22;C02;0.006999999999999999
GR23_C02;GR;23;C02;0.019
GR24_C02;GR;24;C02;0.012
ES10_C02;ES;10;C02;0.109
ES11_C02;ES;11;C02;0.102
ES12_C02;ES;12;C02;0.059000000000000004
ES13_C02;ES;13;C02;0.061
ES14_C02;ES;14;C02;0.013999999999999999
ES15_C02;ES;15;C02;0.013999999999999999
ES16_C02;ES;16;C02;0.005
ES17_C02;ES;17;C02;0.017
ES18_C02;ES;18;C02;0.019
ES19_C02;ES;19;C02;0.006999999999999999
ES20_C02;ES;20;C02;0.005
ES21_C02;ES;21;C02;0.003
ES22_C02;ES;22;C02;0.039
ES23_C02;ES;23;C02;0.076
ES24_C02;ES;24;C02;0.04
FR10_C02;FR;10;C02;0.036000000000000004
FR11_C02;FR;11;C02;0.037000000000000005
FR12_C02;FR;12;C02;0.052000000000000005
FR13_C02;FR;13;C02;0.052000000000000005
FR14_C02;FR;14;C02;0.036000000000000004
FR15_C02;FR;15;C02;0.006
FR16_C02;FR;16;C02;0.005
FR17_C02;FR;17;C02;0.016
FR18_C02;FR;18;C02;0.076
FR19_C02;FR;19;C02;0.067
FR20_C02;FR;20;C02;0.075
FR21_C02;FR;21;C02;0.033
FR22_C02;FR;22;C02;0.013000000000000001
FR23_C02;FR;23;C02;0.077
FR24_C02;FR;24;C02;0.06
HR10_C02;HR;10;C02;0.025
HR11_C02;HR;11;C02;0.063
HR12_C02;HR;12;C02;0.039
HR13_C02;HR;13;C02;0.085
HR14_C02;HR;14;C02;0.055
HR15_C02;HR;15;C02;0.019
HR16_C02;HR;16;C02;0.006999999999999999
HR17_C02;HR;17;C02;0.02
HR18_C02;HR;18;C02;0.022000000000000002
HR19_C02;HR;19;C02;0.035
HR20_C02;HR;20;C02;0.034
HR21_C02;HR;21;C02;0.047
HR22_C02;HR;22;C02;0.048
HR23_C02;HR;23;C02;0.075
HR24_C02;HR;24;C02;0.054000000000000006
IT10_C02;IT;10;C02;0.027999999999999997
IT11_C02;IT;11;C02;0.035
IT12_C02;IT;12;C02;0.059000000000000004
IT13_C02;IT;13;C02;0.013999999999999999
IT14_C02;IT;14;C02;0.003
IT15_C02;IT;15;C02;0.027000000000000003
IT16_C02;IT;16;C02;0.013999999999999999
IT17_C02;IT;17;C02;0.006999999999999999
IT18_C02;IT;18;C02;0.027999999999999997
IT19_C02;IT;19;C02;0.022000000000000002
IT20_C02;IT;20;C02;0.019
IT21_C02;IT;21;C02;0.003
IT22_C02;IT;22;C02;0.013000000000000001
IT23_C02;IT;23;C02;0.035
IT24_C02;IT;24;C02;0.023
CY10_C02;CY;10;C02;0.006
CY11_C02;CY;11;C02;0.09
CY12_C02;CY;12;C02;0.024
CY13_C02;CY;13;C02;0.09
CY14_C02;CY;14;C02;0.02
CY15_C02;CY;15;C02;0.015
CY16_C02;CY;16;C02;0.008
CY17_C02;CY;17;C02;-0.023
CY18_C02;CY;18;C02;-0.013999999999999999
CY19_C02;CY;19;C02;0.0
CY20_C02;CY;20;C02;-0.006
CY21_C02;CY;21;C02;-0.006999999999999999
CY22_C02;CY;22;C02;0.017
CY23_C02;CY;23;C02;0.031
CY24_C02;CY;24;C02;0.018000000000000002
LV10_C02;LV;10;C02;0.03
LV11_C02;LV;11;C02;0.034
LV12_C02;LV;12;C02;0.028999999999999998
LV13_C02;LV;13;C02;0.016
LV14_C02;LV;14;C02;0.023
LV15_C02;LV;15;C02;0.018000000000000002
LV16_C02;LV;16;C02;0.033
LV17_C02;LV;17;C02;0.013999999999999999
LV18_C02;LV;18;C02;0.043
LV19_C02;LV;19;C02;0.055
LV20_C02;LV;20;C02;0.011000000000000001
LV21_C02;LV;21;C02;0.018000000000000002
LV22_C02;LV;22;C02;0.054000000000000006
LV23_C02;LV;23;C02;0.081
LV24_C02;LV;24;C02;0.067
LT10_C02;LT;10;C02;0.113
LT11_C02;LT;11;C02;0.01
LT12_C02;LT;12;C02;0.036000000000000004
LT13_C02;LT;13;C02;0.028999999999999998
LT14_C02;LT;14;C02;0.038
LT15_C02;LT;15;C02;0.017
LT16_C02;LT;16;C02;0.037000000000000005
LT17_C02;LT;17;C02;0.107
LT18_C02;LT;18;C02;0.04
LT19_C02;LT;19;C02;0.036000000000000004
LT20_C02;LT;20;C02;0.033
LT21_C02;LT;21;C02;0.024
LT22_C02;LT;22;C02;0.096
LT23_C02;LT;23;C02;0.092
LT24_C02;LT;24;C02;0.055999999999999994
LU10_C02;LU;10;C02;0.035
LU11_C02;LU;11;C02;0.027999999999999997
LU12_C02;LU;12;C02;0.034
LU13_C02;LU;13;C02;0.038
LU14_C02;LU;14;C02;0.037000000000000005
LU15_C02;LU;15;C02;0.034
LU16_C02;LU;16;C02;0.025
LU17_C02;LU;17;C02;0.02
LU18_C02;LU;18;C02;0.022000000000000002
LU19_C02;LU;19;C02;0.019
